category,question,answer
학사정보#학사관리팀,공공안전행정학에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학""}, {""type"": ""text"", ""text"": ""원하시는 메뉴를 선택하세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""교육목적"", ""value"": ""공공안전행정학의 교육목적을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육목표"", ""value"": ""공공안전행정학의 교육목표를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""특성화계획"", ""value"": ""공공안전행정학의 특성화계획에 대해 알고 싶어요""}, {""type"": ""postback"", ""text"": ""기대 효과"", ""value"": ""공공안전행정학의 기대 효과를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육과정"", ""value"": ""공공안전행정학의 교육과정을 알고 싶어요""}]}]}]"
학사정보#학사관리팀,공공안전행정학의 교육목적을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학 교육목적""}, {""type"": ""text"", ""text"": ""공공안전행정학의 교육목적은, 범죄와 재난 등 사회 전반적의 안전 분야에서 요구되는 직무 역량을 갖추도록 교육하여 공공안전 분야의 공무원, 공공 및 민간의 안전업무 수행 요원의 양성에 따른 공공안전 분야에 대한 전문성과 윤리의식을 갖춘 특화된 인재 양성을 목적으로 하는 것입니다.""}]}]"
학사정보#학사관리팀,공공안전행정학의 교육목표를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학 교육목표""}, {""type"": ""text"", ""text"": ""- 공공 안전 분야에 대한 전문성과 실무역량을 갖춘 인재 양성\n- 공공성과 공익에 대한 교육을 통해 공적 책임감과 윤리의식을 갖춘 행정인 양성\n- 학생 제1전공과 연계교육을 통한 융?복합형 행정역량을 갖춘 전문가 양성""}]}]"
학사정보#학사관리팀,공공안전행정학의 특성화계획에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학 특성화계획""}, {""type"": ""text"", ""text"": ""공무원 진출 또는 공무원 임용을 희망하는 학생에 대하여 경찰공공행정학부와 소방방재학과, 생활체육학과가 교육과정을 연계하여 공무원 관련 배움의 길을 제시하고, 공무원 진출 기회를 제공하고자 마련한 공무원 양성 특성화 프로그램으로 학생은 1전공 학위와 더불어 공공안전 연계전공을 이수하면 공공안전 학위를 복수 취득할 수 있는 교육과정입니다.""}]}]"
학사정보#학사관리팀,공공안전행정학의 기대 효과를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학 기대 효과""}, {""type"": ""text"", ""text"": ""공무원으로 진출하고자 하는 학생에게 학부(과) 전공에 관계없이 교내에서 공무원 양성 특성화 프로그램 참여할 수 있도록 배움의 기회를 제공함으로서, 공공행정, 경찰, 소방, 교정 등 공무원 준비에 따른 시간적, 경제적, 지리적 부담감소를 통하여 학생의 교육 만족도 향상과 취업률 및 재학생충원율 제고를 기대하고 있습니다.""}]}]"
학사정보#학사관리팀,공공안전행정학의 교육과정을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""공공안전행정학 자체 개설 교육과정""}, {""contents"": [{""elements"": [{""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>    <colgroup>        <col width=\""15%\"">        <col width=\""13%\"">        <col width=\""10%\"">        <col>             <col>        <col>        <col>        <col width=\""15%\"">            <col>        <col>        <col>    </colgroup>    <thead>        <tr>            <th scope=\""col\"" rowspan=\""2\"">영역</th>            <th scope=\""col\"" rowspan=\""2\"">교과목명</th>            <th scope=\""col\"" rowspan=\""2\"">교과목<br>번호</th>            <th scope=\""col\"" rowspan=\""2\"">이수 <br>구분</th>              <th scope=\""col\"" colspan=\""3\"">구성</th>              <th scope=\""col\"" colspan=\""3\"">개설학부(과)</th>              <th scope=\""row\"" rowspan=\""2\"">비고</th>        </tr>        <tr>            <th scope=\""col\"">학점</th>            <th scope=\""col\"">이론</th>            <th scope=\""col\"">실습</th>            <th scope=\""col\"">학부(과)</th>            <th scope=\""col\"">학년</th>            <th scope=\""col\"">학기</th>        </tr>    </thead>    <tbody>         <tr>            <td rowspan=\""16\"">경찰공공 행정학부</td>                       <td>행정학Ⅰ</td>            <td>401060</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>1</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>경찰학원론</td>            <td>401061</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>1</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>행정학Ⅱ</td>            <td>005341</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>1</td>            <td>2</td>            <td></td>        </tr>        <tr>                                <td>인적자원관리론</td>            <td>401618</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>2</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>형법총론</td>            <td>320172</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>2</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>무술Ⅰ</td>            <td>320205</td>            <td>2전공</td>            <td>1</td>            <td>0</td>            <td>2</td>            <td>경찰행정학과</td>                        <td>2</td>            <td>1</td>            <td></td>        </tr>         <tr>                                <td>무술Ⅱ</td>            <td>320206</td>            <td>2전공</td>            <td>1</td>            <td>0</td>            <td>2</td>            <td>경찰행정학과</td>                        <td>2</td>            <td>2</td>            <td></td>        </tr>         <tr>                                <td>정부예산론</td>            <td>320136</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>3</td>            <td>3</td>            <td></td>        </tr>        <tr>                                <td>행정법총론</td>            <td>32044</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>2</td>            <td>2</td>            <td></td>        </tr>        <tr>                                <td>형사소송법</td>            <td>320052</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>3</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>행정법각론</td>            <td>320010</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>3</td>            <td>2</td>            <td></td>        </tr>        <tr>                                <td>고시국사</td>            <td>320182</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>3</td>            <td>2</td>            <td></td>        </tr>        <tr>                                <td>경찰윤리</td>            <td>320155</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>3</td>            <td>2</td>            <td></td>        </tr>        <tr>                                <td>교정학</td>            <td>320170</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>경찰행정학과</td>                        <td>4</td>            <td>1</td>            <td></td>        </tr>        <tr>                                <td>행정문제연구</td>            <td>320196</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>4</td>            <td>1</td>            <td></td>        </tr>  <tr>                                <td>정부와NGO</td>            <td>400479</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>행정학과</td>                        <td>4</td>            <td>2</td>            <td></td>        </tr>    </table>\n\n- 총 35학점이상 이수하여야 하며, 제1전공에서 이수한 연계전공교과목은 최대 9학점까지 제1전공과 연계전공 이수학점으로 중복 인정할 수 있다.""}]}, {""elements"": [{""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>    <colgroup>        <col width=\""15%\"">        <col width=\""13%\"">        <col width=\""10%\"">        <col>             <col>        <col>        <col>        <col width=\""15%\"">            <col>        <col>        <col>    </colgroup>    <thead>        <tr>            <th scope=\""col\"" rowspan=\""2\"">영역</th>            <th scope=\""col\"" rowspan=\""2\"">교과목명</th>            <th scope=\""col\"" rowspan=\""2\"">교과목<br>번호</th>            <th scope=\""col\"" rowspan=\""2\"">이수 <br>구분</th>              <th scope=\""col\"" colspan=\""3\"">구성</th>              <th scope=\""col\"" colspan=\""3\"">개설학부(과)</th>              <th scope=\""row\"" rowspan=\""2\"">비고</th>        </tr>        <tr>            <th scope=\""col\"">학점</th>            <th scope=\""col\"">이론</th>            <th scope=\""col\"">실습</th>            <th scope=\""col\"">학부(과)</th>            <th scope=\""col\"">학년</th>            <th scope=\""col\"">학기</th>        </tr>    </thead>    <tbody>         <tr>            <td rowspan=\""3\"">소방방재학과</td>                       <td>소방학개론</td>            <td>005289</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>소방방재학과</td>                        <td>1</td>            <td>1</td>            <td></td>        </tr>        <tr>                                  <td>소방법규Ⅰ</td>            <td>320211</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>소방방재학과</td>                        <td>2</td>            <td>1</td>            <td></td>        </tr>        <tr>                                  <td>소방법규Ⅱ</td>            <td>320214</td>            <td>2전공</td>            <td>3</td>            <td>3</td>            <td>0</td>            <td>소방방재학과</td>                        <td>2</td>            <td>2</td>            <td></td>        </tr>        <tr>            <td rowspan=\""3\"">생활체육 학과</td>                       <td>수영Ⅰ</td>            <td>390072</td>            <td>2전공</td>            <td>2</td>            <td>1</td>            <td>2</td>            <td>생활체육학과</td>                        <td>1</td>            <td>1</td>            <td></td>        </tr>                <tr>                                  <td>태권도</td>            <td>390076</td>            <td>2전공</td>            <td>2</td>            <td>1</td>            <td>2</td>            <td>생활체육학과</td>                        <td>2</td>            <td>1</td>            <td></td>        </tr>        <tr>                                  <td>스포츠상해및<br>테이핑법</td>            <td>390087</td>            <td>2전공</td>            <td>2</td>            <td>1</td>            <td>2</td>            <td>생활체육학과</td>                        <td>3</td>            <td>2</td>            <td></td>        </tr>          <tr>            <td>교양대학</td>                       <td>한국사의이해 </td>            <td>002241</td>            <td>2전공</td>            <td>2</td>            <td>2</td>            <td>0</td>            <td>교양대학</td>                        <td></td>            <td>1,2</td>            <td></td>        </tr>              </tbody>       <tfoot>          <tr>            <td></td>                       <td>18개 과목(경찰공공 행정학부 + 소방방재학과 + 생활체육학과 + 교양대학) </td>            <td colspan=\""2\"">합계</td>            <td>48</td>            <td>48</td>            <td>0</td>            <td></td>                        <td></td>            <td></td>            <td></td>        </tr>      </tfoot>        </table>\n\n- 총 35학점이상 이수하여야 하며, 제1전공에서 이수한 연계전공교과목은 최대 9학점까지 제1전공과 연계전공 이수학점으로 중복 인정할 수 있다.""}]}], ""type"": ""carousel""}]}]"
학사정보#학사관리팀,데이터과학에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학""}, {""type"": ""text"", ""text"": ""원하시는 메뉴를 선택하세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""교육목적"", ""value"": ""데이터과학의 교육목적을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육목표"", ""value"": ""데이터과학의 교육목표를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""특성화계획"", ""value"": ""데이터과학의 특성화계획에 대해 알고 싶어요""}, {""type"": ""postback"", ""text"": ""기대 효과"", ""value"": ""데이터과학의 기대 효과를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육과정"", ""value"": ""데이터과학의 교육과정을 알고 싶어요""}]}]}]"
학사정보#학사관리팀,데이터과학 교육목적을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 교육목적""}, {""type"": ""text"", ""text"": ""데이터과학의 교육목적은, 데이터 처리기술과 데이터 분석, 비즈니스 적용능력을 겸비한 데이터과학자를 육성하는 것입니다.""}]}]"
학사정보#학사관리팀,데이터과학 교육목표를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 교육목표""}, {""type"": ""text"", ""text"": ""- 데이터를 통해 새로운 비즈니스 모델을 도출할 수 있는 창의적 사고력의 인재를 양성.\n- 교육과정을 기반/기술/분석/사업역량으로 구분하여 데이터에 대한 폭넓은 이론과 개념을 학습.\n- 캡스톤디자인을 통해 데이터 기획부터 처리, 분석, 의사결정까지 문제해결능력을 배양.""}]}]"
학사정보#학사관리팀,데이터과학 특성화계획에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 특성화계획""}, {""type"": ""text"", ""text"": ""- 정부의 창조경제를 기조로 한 규제완화정책으로 정부 및 공공기관들의 빅데이터가 풀리면서 이를 활용한 기업들의 신사업이 잇따를 것으로 전망.\n- 데이터를 처리, 분석하여 유용한 정보를 추출하고 이를 이용해 비즈니스 모델과 정책 등을 수립할 수 있는 전문적인 인재와 기술에 대한 사회적 요구가 증가.\n- IT 기술과 데이터분석 및 비즈니스 적용능력을 동시에 가지는 창의적 데이터과학자 양성을 위해 글로벌경영학부, 기업경영학과, 전자상거래학과, 정보통신학부, 호텔관광경영학과의 다학제간(多學際間) 융?복합 교육으로 구성.""}]}]"
학사정보#학사관리팀,데이터과학 기대 효과를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 기대 효과""}, {""type"": ""text"", ""text"": ""- 데이터 처리 언어뿐만 아니라 데이터 분석을 통한 문제정의, 모델구축, 결과분석의 종합적 문제해결능력을 갖춘 분석 전문가 양성\n- 다양한 공공 데이터의 사례탐구를 통해 비즈니스 운영 및 전략 관점에서 데이터과학을 활용할 수 있는 비즈니스 전문가 양성""}]}]"
학사정보#학사관리팀,데이터과학 교육과정을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 교육과정""}, {""type"": ""text"", ""text"": ""원하시는 메뉴를 선택하세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""자체 개설 교과목"", ""value"": ""데이터과학 자체 개설 교과목을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""참여학과 개설 교과목"", ""value"": ""데이터과학 참여학과 개설 교과목을 알고 싶어요""}]}]}]"
학사정보#학사관리팀,데이터과학 자체 개설 교과목을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 자체 개설 교과목""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1><colgroup> <col width=\""5%\""> <col width=\""5%\""> <col width=\""8%\""> <col width=\""8%\""> <col> <col width=\""5%\""> <col width=\""5%\""> <col width=\""5%\""> <col width=\""8%\""> <col width=\""10%\""> </colgroup> <thead> <tr> <th rowspan=\""2\"" scope=\""col\"">학년</th> <th rowspan=\""2\"" scope=\""col\"">학기</th> <th rowspan=\""2\"" scope=\""col\"">이수<br> 구분</th> <th rowspan=\""2\"" scope=\""col\"">교과목<br>번호</th> <th rowspan=\""2\"" scope=\""col\"">교과목명</th> <th colspan=\""3\"" scope=\""col\"">구성</th> <th rowspan=\""2\"" scope=\""col\"">교과목역랑 </th> <th rowspan=\""2\"" scope=\""col\"">비고</th> </tr> <tr> <th scope=\""col\"">학점</th> <th scope=\""col\"">이론</th> <th scope=\""col\"">실습</th> </tr> </thead> <tbody> <tr> <td rowspan=\""3\"">2</td><td>1</td><td>2전공</td><td>401479</td><td>데이터의미학(Beautiful Data)</td><td>3</td><td>3</td><td>0</td><td>CAM</td><td></td></tr> <tr> <td>2</td><td>2전공</td><td>401480</td><td>비즈니스데이터과학(Business Data Science)</td><td>3</td><td>3</td><td>0</td><td>CARM</td><td>필수</td></tr> <tr > <th colspan=\""2\"" scope=\""row\"">소계</th> <td></td><td>2</td><td>6</td><td>6</td><td>0</td><td></td><td></td></tr> <tr> <td rowspan=\""3\"">3</td><td>1</td><td>2전공</td><td>401937</td><td>통계자료처리론(Statistical Data Processing)</td><td>3</td><td>3</td><td>0</td><td>CAM</td><td>필수</td></tr><tr> <td>2</td><td>2전공</td><td>401481</td><td>데이터마이닝(Data Mining)</td><td>3</td><td>3</td><td>0</td><td>CARM</td><td>필수</td></tr> <tr > <th  colspan=\""2\"" scope=\""row\"">소계</th> <td></td><td>2</td><td>6</td><td>6</td><td>0</td><td></td><td></td></tr> <tr> <td rowspan=\""3\"">4</td><td>1</td><td>2전공</td><td>401482</td><td>데이터과학캡스톤디자인(Data Science Capstone Design)</td><td>3</td><td>2</td><td>2</td><td>CARM</td><td></td></tr><tr> <td>2</td><td>2전공</td><td>401938</td><td>데이터과학세미나(Data Science Seminar)</td><td>3</td><td>3</td><td>0</td><td>CAM</td><td></td></tr> <tr > <th  colspan=\""2\"" scope=\""row\"">소계</th> <td></td><td>2</td><td>6</td><td>5</td><td>2</td><td></td><td></td></tr> </tbody> <tfoot> <tr> <td></td><td colspan=\""2\"">합계</td><td></td><td>6</td><td>18</td><td>17</td><td>2</td><td></td><td></td></tr> </tfoot> </table>\n\n- 필수로 지정된 과목은 반드시 이수하여야 하며 총 35학점 이상 이수하여야 함.\n- 제1전공에서 이수한 연계전공(필수 포함)은 최대 9학점까지 전공과 연계전공 이수학점으로 중복인정함.""}]}]"
학사정보#학사관리팀,데이터과학 참여학과 개설 교과목을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""데이터과학 참여학과 개설 교과목""}, {""contents"": [{""elements"": [{""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1><colgroup> <col width=\""25%\""> <col width=\""10%\""> <col width=\""10%\""> <col> <col> <col> <col width=\""20%\""> <col> <col> <col> </colgroup> <thead> <tr> <th rowspan=\""2\"" scope=\""col\"">교과목명</th> <th rowspan=\""2\"" scope=\""col\"">교과목<br>번호</th> <th rowspan=\""2\"" scope=\""col\"">이수<br>구분</th> <th colspan=\""3\"" scope=\""col\"">구성</th> <th rowspan=\""2\"" scope=\""col\"">개설(참여)학과</th> <th colspan=\""2\"" scope=\""col\"">개설시기</th> <th rowspan=\""2\"" scope=\""col\"">구분</th> </tr> <tr> <th scope=\""col\"">학점</th> <th scope=\""col\"">이론</th> <th scope=\""col\"">실습</th> <th scope=\""col\"">학년</th> <th scope=\""col\"">학기</th> </tr> </thead> <tbody> <tr> <td>C언어및실습</td><td>005043</td><td rowspan=\""2\"">2전공</td><td>3</td><td>2</td><td>2</td><td>정보통신학부</td><td>1</td><td>2</td><td rowspan=\""2\"">택1</td></tr> <tr> <td>기초프로그래밍언어</td><td>005402</td><td>3</td><td>3</td><td>0</td><td>전자상거래학과</td><td>1</td><td>2</td></tr><tr> <td>통계학개론</td><td>005020</td><td rowspan=\""4\"">2전공</td><td>3</td><td>3</td><td>0</td><td>기업경영학과</td><td>1</td><td>2</td><td rowspan=\""4\"">택1</td></tr> <tr> <td>통계학개론</td><td>005020</td><td>3</td><td>3</td><td>0</td><td>전자상거래학과</td><td>2</td><td>1</td></tr><tr> <td>통계학개론</td><td>005020</td><td>3</td><td>3</td><td>0</td><td>글로벌경영학부</td><td>2</td><td>2</td></tr><tr> <td>확률및통계</td><td>400186</td><td>3</td><td>3</td><td>0</td><td>정보통신학부</td><td>2</td><td>1</td></tr><tr> <td>경영학원론</td><td>005017</td><td rowspan=\""4\"">2전공</td><td>3</td><td>3</td><td>0</td><td>전자상거래학과</td><td>1</td><td>2</td><td rowspan=\""4\"">택1</td></tr> <tr> <td>경영학원론</td><td>005017</td><td>3</td><td>3</td><td>0</td><td>호텔관광경영학과</td><td>1</td><td>2</td></tr><tr> <td>경영학개론</td><td>000058</td><td>3</td><td>3</td><td>0</td><td>글로벌경영학부</td><td>1</td><td>2</td></tr><tr> <td>경영학개론</td><td>000058</td><td>3</td><td>3</td><td>0</td><td>기업경영학과</td><td>2</td><td>1</td></tr><tr> <td>사회조사방법론</td><td>401423</td><td rowspan=\""2\"">2전공</td><td>3</td><td>2</td><td>2</td><td>전자상거래학과</td><td>2</td><td>2</td><td rowspan=\""2\"">택1</td></tr> <tr> <td>호텔관광조사분석론</td><td>401888</td><td>3</td><td>3</td><td>0</td><td>호텔관광경영학과</td><td>4</td><td>1</td></tr></table>\n\n- 필수로 지정된 과목은 반드시 이수하여야 하며 총 35학점 이상 이수하여야 함.\n- 제1전공에서 이수한 연계전공(필수 포함)은 최대 9학점까지 전공과 연계전공 이수학점으로 중복인정함.""}]}, {""elements"": [{""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1><colgroup> <col width=\""25%\""> <col width=\""10%\""> <col width=\""10%\""> <col> <col> <col> <col width=\""20%\""> <col> <col> <col> </colgroup> <thead> <tr> <th rowspan=\""2\"" scope=\""col\"">교과목명</th> <th rowspan=\""2\"" scope=\""col\"">교과목<br>번호</th> <th rowspan=\""2\"" scope=\""col\"">이수<br>구분</th> <th colspan=\""3\"" scope=\""col\"">구성</th> <th rowspan=\""2\"" scope=\""col\"">개설(참여)학과</th> <th colspan=\""2\"" scope=\""col\"">개설시기</th> <th rowspan=\""2\"" scope=\""col\"">구분</th> </tr> <tr> <th scope=\""col\"">학점</th> <th scope=\""col\"">이론</th> <th scope=\""col\"">실습</th> <th scope=\""col\"">학년</th> <th scope=\""col\"">학기</th> </tr> </thead> <tbody> <tr> <td>유닉스원론</td><td>340330</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>정보통신학부</td><td>2</td><td>1</td><td></td></tr><tr> <td>Java언어실습</td><td>400491</td><td>2전공</td><td>3</td><td>2</td><td>2</td><td>정보통신학부</td><td>2</td><td>2</td><td></td></tr><tr> <td>데이터베이스</td><td>340119</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>정보통신학부</td><td>3</td><td>2</td><td></td></tr><tr> <td>데이터과학론</td><td>401427</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>전자상거래학과</td><td>4</td><td>1</td><td></td></tr><tr> <td>회계원리</td><td>330063</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>글로벌경영학부</td><td>1</td><td>1</td><td></td></tr><tr> <td>글로벌경영학</td><td>401088</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>글로벌경영학부</td><td>2</td><td>2</td><td></td></tr><tr> <td>기업리스크관리</td><td>401089</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>글로벌경영학부</td><td>2</td><td>2</td><td></td></tr><tr> <td>경영관리론</td><td>005290</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>기업경영학과</td><td>2</td><td>1</td><td></td></tr><tr> <td>빅데이터분석과비즈니스지능</td><td>401865</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>기업경영학과</td><td>3</td><td>2</td><td></td></tr><tr> <td>마케팅전략</td><td>330246</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>기업경영학과</td><td>3</td><td>2</td><td></td></tr><tr> <td>호텔관광촉진전략</td><td>401885</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>호텔관광경영학과</td><td>3</td><td>1</td><td></td></tr><tr> <td>소비자행동론</td><td>330008</td><td>2전공</td><td>3</td><td>3</td><td>0</td><td>호텔관광경영학과</td><td>3</td><td>2</td><td></td></tr><tr> <td>호텔관광정보실무</td><td>401886</td><td>2전공</td><td>2</td><td>1</td><td>2</td><td>호텔관광경영학과</td><td>3</td><td>2</td><td></td></tr> </tbody> <tfoot> <tr> <th scope=\""col\"">17 개 과목</th> <td></td><td></td><td>50</td><td></td><td></td><td></td><td></td><td></td><td></td></tr> </tfoot> </table>\n\n- 필수로 지정된 과목은 반드시 이수하여야 하며 총 35학점 이상 이수하여야 함.\n- 제1전공에서 이수한 연계전공(필수 포함)은 최대 9학점까지 전공과 연계전공 이수학점으로 중복인정함.""}]}], ""type"": ""carousel""}]}]"
학사정보#학사관리팀,벤처창업학에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""벤처창업학""}, {""type"": ""text"", ""text"": ""원하시는 메뉴를 선택하세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""교육목적"", ""value"": ""벤처창업학의 교육목적을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육목표"", ""value"": ""벤처창업학의 교육목표를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""특성화계획"", ""value"": ""벤처창업학의 특성화계획에 대해 알고 싶어요""}, {""type"": ""postback"", ""text"": ""기대 효과"", ""value"": ""벤처창업학의 기대 효과를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육과정"", ""value"": ""벤처창업학의 교육과정을 알고 싶어요""}]}]}]"
학사정보#학사관리팀,벤처창업학 교육목적을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""벤처창업학 교육목적""}, {""type"": ""text"", ""text"": ""벤처창업학의 교육목적은, 벤처 창업에 있어서 전략적 사고를 할 수 있는 틀을 제공하고, 창업의 시작부터 성공의 기반을 마련하는데 필요한 실용 지식의 공급과 지속적 성장을 위한 혁신 및 새로운 비즈니스 모델의 창출 등을 교육하여 21세기에 창의적이고 융합적 사고를 가진 경쟁력 있는 창업(Start-Up) CEO를 육성하는 것입니다.""}]}]"
학사정보#학사관리팀,벤처창업학 교육목표를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""벤처창업학 교육목표""}, {""type"": ""text"", ""text"": ""- 성공적인 기업으로 성장하기 위한 건강한 ‘창업가정신’ 함양.\n- 학생들이 언제든지 창업에 도전할 수 있는 창업 문화 확산과 소비자니즈를 기반으로 하는 창업 기초역량 학습.\n- 4차 산업혁명 시대에 지속 가능한 분야의 창업 아이템과 성공 비즈니스 모델을 탐색하고 발굴하며 사업계획서 작성, 마케팅 계획 수립 등 실제 사업으로 진행 될 수 있는 ‘실무 중심형’ 실전창업 교과 운영.""}]}]"
학사정보#학사관리팀,벤처창업학 특성화계획에 대해 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""벤처창업학 특성화계획""}, {""type"": ""text"", ""text"": ""- 벤처창업학 연계전공은 정부의 단계적 창업 지원 정책과 호흡을 같이 하여 1단계 창업 기초 인프라 강화, 2단계 창업자 육성을 통한 비즈니스 모델 강화, 3단계 창업기업 매출 증대 및 고용 창출 기대, 4단계 창업 기업의 해외 진출 및 투자 유치의 단계로 벤처창업이 진행 될 수 있도록 체계적 프로그램을 특성화에 반영할 계획.\n- 교과목은 아래 4단계를 균형 있게 교육과정에 편성하여 창업교육이 이론이 아니라, 실전 창업 CEO를 양성할 수 있는 손에 잡히는 교육과정을 개설할 계획.\n* 창업 마인드 고취\n* 창업 아이디어 도출\n* 창업 아이디어 사업화\n*실전 벤처창업 및 지속적 경영""}]}]"
학사정보#학사관리팀,벤처창업학 기대 효과를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""벤처창업학 기대 효과""}, {""type"": ""text"", ""text"": ""- 대기업, 공기업 위주의 정형화된 취업 위주에서 건강한 청년 창업이 가능한 연계 학과를 개설하여 지역기반 창업 활성화에 기여.\n- 건강한 창업 기업가 정신 함양, 실전 창업을 위한 다양한 비즈니스 모델 및 아이템 발굴, 실전 창업을 위한 실무과정의 이론 및 실습 교육을 통하여 예비창업자 양성.\n- 비즈니스의 성공적인 창업을 위해 필요한 사업 아이템 선택부터 자금 조달까지 창업을 위한 핵심인력으로의 성장을 지원하고 성공을 위한 실무적인 감각 제고.\n- 교육과정에서 발굴된 우수 예비창업자/팀을 대학에서 지원하는 창업 프로그램과 연계하여 사업화 진행, 실제 일자리를 창출하고 매출이 지속적으로 발생하는 벤처기업으로 육성.""}]}]"
